ID,LABEL,OBSTRUCTION
tubingen_000110_000019,21 12 8 17 26 26 26 26 26 26 26 26 26 26 17 17 17 17 17 26 26 26 8 12 21 17 21 17 17 17 17 17 17 17 26 ,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 1 1 1 0 
strasbourg_000000_004951,17 21 8 8 12 12 17 10 17 17 17 17 12 17 17 17 17 17 17 17 17 17 26 33 33 33 33 18 17 13 13 13 13 17 17 ,1 1 0 0 0 1 0 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 1 1 
aachen_000013_000019,8 21 17 12 17 21 17 17 17 26 26 26 26 26 26 26 26 26 17 26 26 26 17 17 21 17 17 17 17 26 26 21 26 33 26 17 33 26 21 26 26 26 26 17 ,0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
jena_000026_000019,21 21 17 17 21 17 17 8 17 17 17 17 17 17 21 13 12 21 17 17 8 26 26 8 33 33 17 17 26 26 26 26 26 26 26 33 33 33 33 ,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 1 1 1 
hamburg_000000_078842,8 13 21 21 21 17 13 17 33 33 17 17 17 13 33 ,0 0 1 1 0 1 1 1 1 1 0 0 1 1 1 
munster_000060_000019,8 8 17 17 17 17 17 13 17 17 21 13 21 26 17 26 26 26 17 21 26 17 26 26 33 33 17 33 33 ,0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 
weimar_000076_000019,21 8 8 21 17 17 26 17 26 17 17 26 17 17 17 17 17 21 17 17 17 17 17 17 17 17 17 ,1 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 1 1 1 1 
tubingen_000033_000019,21 21 17 21 8 26 17 21 13 26 26 17 17 21 8 21 21 21 21 21 13 21 26 26 13 12 ,0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 
dusseldorf_000153_000019,8 8 8 8 33 17 17 17 21 17 17 26 26 26 17 17 26 26 26 26 26 21 21 17 18 18 21 17 17 17 17 26 26 26 26 26 ,0 0 0 0 1 1 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 
hamburg_000000_091038,8 8 26 21 17 17 17 17 26 26 26 21 26 26 26 8 17 26 33 26 33 33 33 ,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 1 
weimar_000041_000019,21 26 8 8 17 17 ,0 0 0 0 0 1 
dusseldorf_000164_000019,8 8 8 21 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 26 17 17 33 17 17 17 17 17 17 17 26 26 21 26 26 17 17 26 26 17 17 17 17 17 21 21 17 21 17 17 21 21 17 33 17 17 17 17 17 17 17 17 17 17 17 33 33 ,0 0 0 0 1 1 1 0 0 0 1 1 1 1 0 1 1 0 0 0 0 0 1 1 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 
frankfurt_000001_056580,21 8 8 8 8 21 21 8 21 21 33 8 26 26 17 17 17 17 26 17 17 17 17 17 17 17 17 26 17 21 17 17 26 17 17 26 17 17 18 ,0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 1 1 1 1 0 0 0 0 0 1 1 1 0 0 1 0 0 1 1 1 
bochum_000000_001519,10 8 8 21 21 8 26 26 26 21 21 26 21 17 26 17 17 26 26 26 17 17 26 26 26 26 17 26 26 26 26 26 17 ,0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
munster_000057_000019,8 21 8 26 17 17 17 26 17 17 17 17 17 17 17 17 26 17 26 26 33 33 33 33 17 ,0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 1 1 1 0 
krefeld_000000_020334,8 8 21 21 21 21 21 8 21 21 21 21 17 17 17 17 17 17 17 8 26 21 26 26 17 ,0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 0 0 1 
aachen_000024_000019,8 17 17 17 26 26 26 ,0 0 1 0 0 0 1 
hamburg_000000_056229,8 8 8 21 33 17 21 17 17 17 17 17 17 17 17 21 21 21 17 26 26 26 21 21 21 21 21 21 21 21 17 17 17 21 21 26 26 26 26 17 17 17 17 17 17 17 26 26 17 17 17 26 26 26 26 17 ,0 0 0 0 1 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 1 1 0 0 0 0 0 1 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 
jena_000011_000019,21 21 21 8 26 21 13 13 26 26 26 26 26 26 17 26 17 26 26 26 17 26 17 26 26 8 17 26 26 26 26 17 26 26 26 17 17 21 26 21 17 26 17 26 8 26 ,1 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
stuttgart_000119_000019,8 21 26 26 21 33 17 17 13 13 21 26 26 17 17 ,0 0 0 0 0 1 1 0 0 1 0 0 0 0 1 
stuttgart_000058_000019,21 17 17 17 26 21 8 8 8 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 17 17 17 17 21 26 26 17 26 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 
strasbourg_000000_007727,8 8 21 13 13 21 21 21 21 21 21 21 21 17 17 17 21 ,0 0 1 0 1 1 1 1 1 1 1 0 1 0 1 1 0 
aachen_000165_000019,13 26 26 21 8 21 21 21 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 26 26 26 18 ,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 
munster_000116_000019,8 17 21 21 21 12 17 17 17 26 17 17 26 26 26 17 17 26 21 17 26 17 21 21 17 21 33 33 17 33 21 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 1 1 
hanover_000000_051271,21 21 21 21 21 21 8 17 17 17 17 17 21 21 17 26 26 17 26 17 17 17 26 17 17 17 26 26 17 17 26 26 26 26 21 17 21 17 17 17 26 26 17 17 26 26 17 33 17 17 17 17 17 26 17 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 
hamburg_000000_062371,21 8 8 21 21 17 17 17 21 17 17 17 26 21 17 17 21 21 21 21 17 21 21 21 21 21 21 21 21 21 17 21 17 17 26 26 26 26 26 26 26 26 26 26 26 21 21 26 26 26 33 21 17 17 17 21 17 17 17 17 17 17 17 17 17 17 17 17 17 17 21 26 21 26 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 1 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 
hanover_000000_027481,8 21 33 17 33 33 17 17 17 17 17 33 33 33 33 33 21 21 33 ,0 1 1 0 1 1 0 1 0 0 0 1 1 1 1 1 1 1 1 
dusseldorf_000025_000019,8 8 17 17 17 17 17 17 26 26 17 8 21 26 21 21 21 8 8 17 17 17 17 17 13 17 8 17 17 26 26 26 21 21 26 17 8 17 17 17 ,0 0 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 0 1 1 0 0 0 0 0 0 1 0 0 1 0 1 1 1 
weimar_000100_000019,8 8 17 21 17 21 21 13 12 21 21 17 12 13 17 17 17 33 17 17 17 17 26 26 26 17 17 17 17 17 13 12 17 33 ,0 0 0 0 0 0 0 1 1 0 1 0 1 1 1 1 1 1 0 1 0 0 0 0 0 0 0 1 1 1 1 1 1 1 
dusseldorf_000012_000019,21 8 21 21 17 21 21 17 21 17 13 12 26 26 26 26 26 26 26 8 17 21 17 13 17 26 21 26 26 26 26 21 26 26 17 17 17 26 8 17 17 26 ,0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 
weimar_000137_000019,21 21 8 13 21 12 21 17 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 ,0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
bremen_000099_000019,8 8 21 21 17 26 26 26 26 26 26 26 26 26 17 33 17 17 17 26 26 33 26 33 21 33 33 33 18 17 17 33 17 26 26 26 26 26 33 21 33 17 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 1 1 1 1 0 0 0 1 0 0 0 0 0 0 1 0 1 1 
munster_000121_000019,8 8 21 21 21 21 17 21 12 12 12 13 13 21 17 12 21 13 17 17 17 17 17 17 17 26 26 26 26 26 26 26 26 26 26 26 26 26 33 ,0 0 0 0 0 1 0 0 1 1 1 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
strasbourg_000001_058105,8 12 13 21 33 21 21 17 12 17 13 17 17 12 12 17 17 ,0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 
frankfurt_000001_062396,8 26 8 8 17 33 26 26 17 17 17 17 17 17 17 26 26 26 17 33 17 17 17 17 17 17 26 17 26 26 8 17 17 26 17 17 21 8 13 21 13 21 13 26 26 26 ,0 0 0 0 0 1 0 0 1 1 1 0 0 0 1 0 0 0 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 1 1 1 0 0 0 
bochum_000000_036606,8 21 17 26 17 21 21 26 21 21 17 8 26 26 26 17 17 17 17 17 17 17 17 17 17 26 17 17 26 26 26 21 26 26 17 17 17 26 17 17 17 17 17 17 17 13 17 21 17 17 17 17 17 26 17 26 17 26 17 26 17 17 17 17 ,0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
lindau_000041_000019,21 21 8 21 17 12 26 26 26 26 17 26 17 17 26 26 8 26 26 ,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
aachen_000152_000019,21 21 21 21 26 21 21 8 21 21 21 21 21 21 26 21 21 21 21 21 26 21 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
tubingen_000051_000019,21 21 21 26 26 26 26 26 26 17 21 17 17 21 17 8 17 26 26 26 26 26 26 26 17 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
dusseldorf_000131_000019,21 21 26 17 17 26 17 21 21 8 13 17 21 17 26 26 26 21 17 17 17 21 8 13 8 17 17 17 17 17 17 17 17 17 17 17 33 17 17 17 17 26 26 ,0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 1 0 1 1 0 0 0 0 0 
weimar_000014_000019,8 8 8 26 21 17 26 17 13 26 26 26 26 26 26 33 33 21 21 26 17 17 17 17 17 17 17 17 21 26 26 26 26 17 26 26 26 26 26 26 26 26 26 26 17 ,0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 1 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
ulm_000092_000019,21 13 8 8 21 17 26 21 26 26 26 17 26 26 26 21 17 17 26 26 26 17 26 26 26 26 26 26 17 26 26 ,0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
munster_000002_000019,8 21 21 17 17 17 8 21 17 26 26 26 17 17 17 17 17 17 26 26 26 26 26 26 26 17 8 21 17 17 17 ,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 
aachen_000071_000019,17 21 8 8 12 13 33 21 21 17 26 17 17 17 17 17 17 17 17 17 33 17 33 33 17 17 17 17 26 26 26 26 26 26 26 ,0 0 0 0 1 0 1 1 1 0 0 1 1 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 
jena_000044_000019,21 8 8 17 17 8 26 26 17 21 17 17 17 17 17 17 8 21 21 17 17 33 17 21 33 17 21 33 ,0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 1 0 1 1 0 1 1 
aachen_000046_000019,8 8 21 26 17 8 17 17 17 17 17 17 26 26 17 26 26 26 26 17 8 17 17 33 33 17 17 21 ,0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 
frankfurt_000000_002963,8 21 17 17 17 26 17 17 17 17 17 17 17 17 26 26 17 17 26 26 21 8 26 17 17 26 33 17 17 17 21 21 13 26 17 17 21 17 26 26 26 26 26 26 ,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 1 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 
jena_000073_000019,8 8 21 21 21 21 26 26 26 26 26 26 26 26 ,0 0 0 1 0 0 0 0 0 0 0 0 0 0 
munster_000035_000019,26 21 8 17 26 13 21 8 17 17 17 17 21 21 21 26 26 26 26 26 26 17 26 26 ,0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
hamburg_000000_013577,21 21 17 17 26 26 8 21 26 26 26 21 17 12 21 17 17 17 17 21 17 13 17 17 21 21 21 8 21 17 17 12 17 17 17 17 17 17 21 17 8 17 17 17 26 17 12 17 17 26 8 17 21 21 17 26 17 17 17 21 17 26 26 17 26 33 17 17 17 17 17 17 17 17 17 17 17 ,0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 1 1 0 0 0 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 
tubingen_000066_000019,8 21 21 17 21 33 33 ,0 0 1 1 0 1 1 
dusseldorf_000106_000019,8 8 21 17 17 21 17 13 21 17 17 21 13 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 21 17 21 17 17 17 17 17 17 17 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
weimar_000023_000019,8 21 21 12 17 12 21 26 26 26 26 17 17 26 26 26 13 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 17 21 26 26 17 17 21 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 
krefeld_000000_003937,26 8 26 17 17 17 17 17 26 17 26 26 26 26 26 26 26 26 26 8 8 26 17 26 21 21 26 26 26 26 26 17 21 21 17 17 17 26 ,0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 
bremen_000230_000019,21 8 8 8 21 17 17 17 26 17 21 17 17 17 17 17 33 8 17 17 17 26 17 12 21 17 ,1 0 0 0 1 1 1 0 0 0 1 0 0 1 0 1 1 0 1 1 1 0 1 1 1 1 
zurich_000038_000019,8 12 12 21 17 17 17 13 17 17 17 17 17 17 17 17 17 17 17 12 8 21 17 26 26 17 17 17 17 17 17 17 26 26 26 17 26 26 26 33 33 33 ,0 1 1 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 
darmstadt_000027_000019,21 17 17 17 17 17 17 17 17 17 26 17 26 17 8 26 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 ,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
krefeld_000000_034156,21 26 18 17 17 21 17 17 8 8 26 26 26 26 26 26 8 17 33 17 26 21 21 ,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 
hanover_000000_042581,8 21 17 21 33 33 21 12 17 17 17 17 17 17 17 17 17 21 ,0 0 0 0 0 0 0 1 1 0 0 1 1 1 1 1 0 0 
darmstadt_000010_000019,21 8 17 17 21 21 21 17 17 17 17 17 17 17 12 12 17 26 26 26 26 26 26 33 13 17 17 26 26 26 26 26 26 26 8 17 ,1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 
frankfurt_000001_033655,8 21 17 17 26 21 17 17 17 17 17 17 17 17 21 17 17 33 17 17 26 26 26 26 17 17 26 26 17 17 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 17 17 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
bremen_000207_000019,21 21 21 21 21 8 26 17 26 17 26 26 26 17 21 21 17 26 26 26 17 8 33 33 26 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 
hanover_000000_013094,8 21 17 8 17 17 26 26 21 17 17 26 26 17 26 26 26 17 17 17 17 17 17 17 17 26 17 17 26 26 26 17 26 17 17 26 17 33 26 26 ,0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 
ulm_000071_000019,21 21 8 8 8 26 26 17 26 17 17 17 26 26 26 17 17 17 26 26 26 ,0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
monchengladbach_000000_024964,21 17 17 17 26 26 26 26 17 26 17 13 8 26 26 8 17 26 17 17 8 21 26 26 26 26 26 26 26 33 ,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 
monchengladbach_000000_015561,8 8 17 17 17 17 12 21 21 17 21 17 17 17 17 21 21 17 21 21 17 17 21 ,0 0 0 0 0 0 1 1 0 0 1 0 1 0 0 0 0 1 0 0 1 1 1 
strasbourg_000001_051134,8 8 26 17 17 17 21 21 17 17 13 33 17 17 17 21 26 26 26 26 17 17 17 17 17 21 17 17 17 8 17 13 17 21 17 33 ,0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 1 0 1 1 1 
aachen_000092_000019,8 8 17 8 26 26 26 21 26 26 26 26 26 21 17 17 26 26 17 17 17 21 17 17 17 17 17 17 17 17 17 21 26 26 26 17 33 26 17 17 17 21 17 17 26 17 33 21 26 26 21 ,0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 1 0 1 1 0 1 1 1 1 1 0 1 1 1 0 0 0 0 0 0 0 1 1 0 1 1 0 1 1 0 0 0 1 
cologne_000029_000019,17 17 21 17 17 17 17 17 17 17 8 17 8 33 17 26 26 26 26 26 26 26 26 26 26 26 26 26 26 33 17 26 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
bremen_000313_000019,8 21 17 21 17 21 26 17 18 17 17 26 26 26 17 17 26 26 17 26 26 17 21 17 17 17 26 26 26 17 17 17 26 26 26 26 ,0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
bochum_000000_001097,10 8 26 26 8 26 26 21 17 8 21 17 17 13 17 17 17 17 26 17 17 26 17 17 26 26 26 17 10 17 17 17 17 12 8 ,0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
jena_000090_000019,8 8 8 21 17 21 17 21 17 26 17 17 26 26 33 17 13 26 17 17 17 17 17 ,0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 1 1 1 
hamburg_000000_060215,17 8 21 21 21 17 17 21 17 17 17 26 26 26 26 26 26 21 17 17 17 26 17 17 26 26 26 26 17 17 26 26 26 21 26 17 26 17 21 21 17 21 21 13 21 17 17 26 17 17 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0 1 1 
tubingen_000085_000019,8 17 26 17 17 8 8 17 ,0 0 0 1 1 0 0 1 
darmstadt_000045_000019,8 8 8 17 21 17 8 17 21 17 17 8 17 17 17 17 17 17 17 17 17 17 17 17 17 21 17 17 17 17 26 26 26 17 17 17 17 26 17 8 21 ,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 1 1 0 0 0 0 1 1 0 0 0 0 0 0 
bremen_000252_000019,26 8 17 26 26 21 26 26 21 26 26 26 21 26 26 26 21 26 26 26 8 17 17 17 21 21 21 21 21 17 17 33 17 17 17 17 17 17 21 21 21 13 17 21 26 26 26 26 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 1 1 0 1 1 1 0 0 0 0 
krefeld_000000_018866,8 8 21 26 21 17 17 17 17 17 17 17 17 17 26 26 17 17 ,0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 
bremen_000265_000019,8 21 26 17 21 26 26 21 17 26 26 17 17 26 26 26 26 26 26 26 17 21 26 26 26 26 26 17 17 26 26 26 26 21 21 21 17 21 17 17 17 26 17 17 17 17 17 17 17 21 17 17 17 21 17 17 21 21 17 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1 1 1 0 0 0 1 0 0 0 0 1 0 1 1 1 1 
krefeld_000000_016863,8 21 33 17 17 17 17 17 17 17 17 13 17 17 17 17 17 13 17 13 17 17 17 17 17 17 21 17 17 13 ,0 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 
frankfurt_000000_014480,8 8 8 21 21 12 17 17 17 17 26 17 17 17 17 21 17 17 17 17 26 8 17 17 17 17 21 17 26 ,0 0 0 0 1 1 0 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1 1 1 0 0 0 
dusseldorf_000093_000019,21 8 8 21 17 17 26 10 17 17 17 33 17 21 17 21 33 21 26 ,0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 1 0 
hamburg_000000_057678,21 21 21 21 8 21 17 17 17 17 17 17 17 26 26 26 17 21 17 21 21 21 21 21 21 21 13 21 21 21 26 17 21 21 21 17 17 21 17 17 17 21 26 26 26 26 17 17 17 26 26 17 26 26 13 17 17 26 26 26 26 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 1 0 1 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
munster_000083_000019,8 17 17 26 8 12 21 21 17 17 12 21 17 21 21 21 17 13 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 26 17 17 17 17 17 26 26 17 17 17 17 17 17 17 26 26 33 33 17 ,0 0 0 0 0 1 0 0 1 0 1 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 
frankfurt_000000_007365,21 17 8 17 17 17 21 17 17 21 21 17 17 17 17 17 17 17 17 17 17 17 21 17 17 17 17 17 18 18 17 17 17 17 17 17 17 17 26 17 26 8 21 21 21 21 26 26 17 26 ,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
weimar_000095_000019,8 21 13 8 26 17 12 ,0 1 1 0 0 1 1 
frankfurt_000001_046779,12 12 21 17 17 17 17 8 17 17 13 17 17 17 17 8 8 17 17 17 12 26 26 26 26 26 26 26 26 26 17 26 26 17 17 17 17 17 21 17 33 17 21 17 26 26 17 26 26 26 26 26 17 26 26 26 ,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
ulm_000024_000019,17 21 21 17 17 17 21 8 17 17 26 17 26 26 17 17 17 17 8 17 17 33 17 26 8 17 33 17 17 ,0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 1 1 1 1 
strasbourg_000000_008603,8 21 17 8 17 21 26 17 17 17 26 26 17 26 26 21 17 21 17 18 18 17 ,0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 
dusseldorf_000187_000019,8 21 17 17 17 26 26 17 26 26 26 26 17 26 8 17 17 17 18 17 21 17 26 26 26 26 26 26 26 26 26 26 26 26 17 26 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
strasbourg_000000_013223,17 21 8 8 17 17 26 17 17 17 17 17 13 33 17 17 17 17 17 21 17 21 17 17 12 17 21 26 26 17 17 17 26 21 12 17 17 17 17 17 17 26 26 26 26 26 26 26 26 26 17 26 26 26 33 21 33 33 21 33 33 33 33 17 33 17 17 33 17 33 17 17 33 33 17 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 
erfurt_000058_000019,8 8 8 8 17 17 8 17 17 17 26 26 17 17 ,0 0 0 0 1 1 0 1 1 1 0 0 1 1 
